FIPS,Income,Education,Black,Hispanic,Rurality
1057,49235.0,0.8523172906,0.111730444,0.0223586146,1.0
1059,49682.0,0.7948572509,0.0366329162,0.2060876674,0.6904991748
1061,50006.0,0.8320944699,0.0874092189,0.0553208834,0.9944108931
1063,34619.0,0.820060675,0.7945783953,0.0079008309,1.0
1065,42380.0,0.8189205457,0.5765717356,0.0130977969,1.0
1067,55598.0,0.8223549756,0.2393429801,0.0225152243,1.0
1069,59412.0,0.8739965096,0.2720584168,0.0475927053,0.3431652395
1071,51479.0,0.8205595144,0.0329736099,0.0366768287,0.7530953422
1073,64726.0,0.9099194224,0.4297648949,0.0547251073,0.1207091524
1075,50929.0,0.8389985752,0.1008710929,0.0204963033,1.0
1077,63895.0,0.8930403043,0.0995310596,0.035149875,0.5216322517
1079,61064.0,0.8455945252,0.099307504,0.032595069,0.9999395277
1081,62301.0,0.9142571104,0.2237535136,0.0538274705,0.2638988527
1083,81811.0,0.8756250496,0.1410330211,0.0769009367,0.5101284156
1085,42011.0,0.8322617517,0.718019965,0.017083462,1.0
1087,40710.0,0.8420375611,0.7834512793,0.0232444203,0.5390640999
1089,86172.0,0.9259096196,0.2456834707,0.0682258846,0.1710227668
1091,47228.0,0.8561707393,0.5122029544,0.0283665168,0.6777415515
1093,48829.0,0.821086108,0.0402817672,0.033100807,1.0
1095,59882.0,0.8442075185,0.0271745603,0.1751756719,0.5365119043
1097,55538.0,0.8900830693,0.3636405597,0.035455738,0.2239633181
1099,49314.0,0.8361468977,0.4169223569,0.0144053253,0.7833299616
1101,60063.0,0.8884380935,0.6033069606,0.0499111032,0.1236405566
1103,70387.0,0.8508455455,0.1290466943,0.1063028937,0.3843754304
1105,34176.0,0.8217232777,0.6928146808,0.0138278625,1.0
1107,47372.0,0.8388186894,0.3872538527,0.0672624144,1.0
1109,50675.0,0.8758267879,0.3803301446,0.0282463711,0.5617558848
1111,57148.0,0.8360101976,0.1789256561,0.0287018345,1.0
1113,52312.0,0.8578925011,0.4556720686,0.0613169004,0.4035111434
1115,78349.0,0.8758491952,0.1126402378,0.030297639,0.6711085255
1117,90280.0,0.9400800986,0.1443004292,0.0756094421,0.2396737571
1119,37021.0,0.8795113046,0.6910548307,0.0144111879,1.0
1121,59491.0,0.8451134833,0.323472859,0.0244786274,0.5867995959
1123,60583.0,0.838088517,0.2640066868,0.0292794454,0.7840768802
1125,61117.0,0.9087083063,0.3228631731,0.054757702,0.3109022358
1127,57950.0,0.8287923007,0.0612099864,0.038885799,0.7968534786
1129,57311.0,0.8868504377,0.2271335375,0.0111835974,1.0
1131,34426.0,0.7786755158,0.68845535,0.01307321,1.0
1133,52280.0,0.7876656114,0.0113082885,0.0383719453,1.0
2013,83000.0,0.8388952819,0.0904362901,0.2074544929,1.0
2016,104159.0,0.9048712063,0.0858527132,0.1426356589,1.0
2020,93881.0,0.9400815606,0.0511753911,0.0960167788,0.0426922852
2050,62140.0,0.8192711914,0.0093283582,0.0144315189,0.7269366763
2060,99790.0,0.9497126437,0.009478673,0.0805687204,1.0
2063,95180.0,0.9567990125,0.0163982863,0.0580587975,1.0
2066,69092.0,0.9098316133,0.0082273747,0.026551982,1.0
2068,86118.0,0.9338544799,0.0397727273,0.0303030303,1.0
2070,62598.0,0.8735592036,0.0065118298,0.037334491,1.0
2090,86780.0,0.9488130443,0.0472796288,0.088211725,0.2536093252
2100,78649.0,0.9835547122,0.0086956522,0.0415458937,1.0
2105,64720.0,0.9352272727,0.0216622458,0.065428824,1.0
2110,99748.0,0.9465018779,0.0125812074,0.0741562351,0.2324910867
2122,74185.0,0.9430886648,0.007889192,0.0454731065,0.7740097621
2130,87760.0,0.9492238358,0.0112097831,0.0578686854,0.1414539719
2150,86250.0,0.9253784295,0.0124950259,0.0865101472,0.2725746126
2158,42029.0,0.8104656985,0.0038745157,0.0024996875,1.0
2164,62547.0,0.9110429448,0.0127723516,0.0285499624,1.0
2170,94376.0,0.9429318082,0.0125218025,0.0550855179,0.500901187
2180,75296.0,0.8860645394,0.0091160504,0.0222267746,1.0
2185,103556.0,0.9018077239,0.0166933887,0.0542299349,1.0
2188,78619.0,0.8592066601,0.0124983019,0.0230946882,1.0
